cpu_usage,ram_usage,storage_usage
0.380005494778543,0.3739801753490434,0.4305165109555865
0.8426980415846335,0.18636995848866844,0.45940033992719925
0.15250087054225406,0.15571669419861253,0.7875571193651856
0.5395294656487717,0.5711488180500383,0.25317978484974846
0.5726930139160916,0.5165242829872893,0.753338521903238
0.6221824990217794,0.693760807296906,0.4881420280826161
0.3045329786654516,0.5077884080031497,0.5742453472997248
0.3916531420158916,0.4379566320247033,0.6981097799706164
0.7749444237319821,0.41846974258898473,0.4162778174895534
0.2559542151761279,0.12115752207813398,0.4582531448527802
0.7614942777386897,0.36844576135732576,0.44571108816722843
0.550124338322194,0.8808161260195955,0.42483861352145597
0.7097500089552657,0.7988444609816711,0.755317592988137
0.6708858930107773,0.36350245362737416,0.6973579347158073
0.2660091963079032,0.5702363240530978,0.2653999939177857
0.5550501891470984,0.7778373964283952,0.26487401148625767
0.7941785222440739,0.45301946940005494,0.45672170891179475
0.4456929894415435,0.11436629100012077,0.25919442603968545
0.8732726161786535,0.15960836945491208,0.5714558571626719
0.4617720800813745,0.5083141770789653,0.28621496435704036
0.21422850933430776,0.8755515005407027,0.5134239583800807
0.4115477440621386,0.6545676337750943,0.20433196820223065
0.8613619251124298,0.15673295315085564,0.3899578090475881
0.3557766794718834,0.2514887006334902,0.6063144342035933
0.7944785278936504,0.71705851457348,0.4904233641367091
0.8050005453455119,0.7731518079649958,0.786961691599393
0.3801492194655689,0.5941556689508727,0.7244622776397266
0.1666061264405057,0.6155385357038533,0.41544246742589075
0.6796463273270547,0.12266996030670772,0.22729192488336478
0.34920983921118887,0.7628242076652069,0.7073757800690114
0.726338891406058,0.7306201665366637,0.7467405861888029
0.4541238786083465,0.30722811528267774,0.6923764360514222
0.4882133938740973,0.6669413759724057,0.2767699645518589
0.7223275253988295,0.2718836851399985,0.7987490806473727
0.40589066484930236,0.1322641288412104,0.3551505329316643
0.45450187625833166,0.2609092340723018,0.6345229476850222
0.40095237501569775,0.24290310140343963,0.744820925801433
0.393872412221824,0.3701983973878778,0.3414122685984257
0.5207572615211675,0.4347595977403665,0.7449551328062397
0.7470395556009206,0.5068311131981663,0.38568894751692023
0.3894146495380527,0.48140310040666257,0.7858479334304338
0.5194037764301894,0.3165396847722315,0.3687560122282848
0.6365818603540807,0.12333653485925958,0.7720614948547012
0.31555155704292404,0.5840812977897206,0.23212679053560495
0.3220182439219141,0.4165958638778835,0.6255632070018878
0.8467305016187638,0.3389377259100398,0.5192666803022022
0.6788276586648709,0.7935528342644099,0.4867262462736384
0.5617493409786471,0.6973946462385279,0.33409658855350405
0.6181760435364896,0.7862124386979539,0.6233574738658952
0.12343955448273469,0.4959862357699688,0.31448569486778427
0.5944823724493575,0.20474500170142199,0.531705077590861
0.5076070985793616,0.656977148897018,0.3519472178241505
0.5365997438235486,0.2648590239497402,0.7733728278688138
0.38753906146465367,0.45298373527337343,0.2171787163013917
0.16517911817035352,0.1520006311591108,0.31983696806674194
0.25467138688964175,0.7602467219383859,0.3453863638324687
0.8605957705701375,0.20075251283800047,0.4484406954606899
0.42695964981674717,0.8224780056394478,0.33963814512203216
0.47334652466469135,0.7913844818092457,0.4948094541612712
0.1421678318827512,0.4716662115513969,0.7234793139551234
0.13005298363518447,0.6954945634431926,0.6272380528455025
0.6737451576374062,0.5955560590545227,0.5479771883210667
0.5304757312968891,0.742460513870196,0.25340190678960783
0.5069647873730133,0.44544408062872964,0.6163952650335655
0.294499624338135,0.7286467873954801,0.29984857058656395
0.6958005853039378,0.4699654536521184,0.6718204315770189
0.23458926328679353,0.8527726302742351,0.3500340551060919
0.251947794928816,0.4890976806601181,0.4502292369925406
0.4685697370786204,0.47009541754698364,0.4102821213907568
0.32902388968955276,0.7280574892508103,0.7152883488049142
0.2979703849865171,0.7572621534086704,0.2759266752280449
0.6161901156426653,0.5435912914569366,0.5393869294308732
0.6207773961748356,0.24383825079606034,0.28523696566583734
0.7596136558399434,0.47420658476606364,0.6228775016793121
0.4341668535783807,0.8744580023277427,0.7430468766766888
0.1584680728209202,0.7023889544313482,0.4607645923203521
0.31893310793716617,0.7489300831033058,0.49285535615898557
0.8840043705574536,0.1262603990553921,0.7564537018896574
0.5770068601861617,0.4742875701073279,0.5125948331896143
0.6677896678408163,0.6172969069260443,0.4925590628297366
0.10588626370033163,0.7640261469024598,0.5469974616225826
0.5145645857460167,0.13941892286621718,0.6135378418177713
0.1300229260254425,0.7819511085134985,0.26413002505221883
0.5553841696731584,0.5387207493935294,0.6926663166449097
0.8366166797088603,0.25785117646084793,0.4613030164719556
0.8747353044003263,0.35380417315976004,0.24340910593849133
0.5324421403111393,0.32554364140124864,0.671709601518928
0.46656384420177277,0.5246872274307807,0.4261699830117633
0.8560136753987952,0.14134854392890547,0.2602204970570324
0.6388878655973561,0.22682892679993882,0.5802674237259504
0.15191942363072758,0.7501544347006259,0.7280788120601851
0.47258046213399807,0.20608319259744887,0.7326521056483919
0.29219601477144314,0.2867170155665016,0.774598084885384
0.47584345715894527,0.4626964844833259,0.7206232758600128
0.4643724576050894,0.5136967104906643,0.20128455160728514
0.5657158422517936,0.7108883836913269,0.42814469984803416
0.385416392279401,0.4578659413329502,0.6911255479433019
0.23141635956474246,0.731891696828431,0.4197518035990846
0.5029755476719651,0.594677045636366,0.5609291038278238
0.7641623074766097,0.19047979153905797,0.5637901684247193
0.6312097824540819,0.22506515071427088,0.4190151824232939
0.3706942927401727,0.4496269803598167,0.7426843563687726
0.8484184182070859,0.4175115144712317,0.5019370072316707
0.8297660569993458,0.6948354157098358,0.47887052356250054
0.26747871950727903,0.5645897118378815,0.7985082473971377
0.1315340680962904,0.4105064648017995,0.49610021844357005
0.6930469666806098,0.23660822676030852,0.30703895115714863
0.7620882090793226,0.2814696818603961,0.5078416537180629
0.8742916527610842,0.5604008147752472,0.6884100413119582
0.8118691152706486,0.438751043919834,0.666116196138969
0.5804278145651319,0.5119420070885377,0.6731490590650827
0.5240418713699047,0.23654194824178695,0.6248142703987472
0.12227284101006904,0.6303250018756527,0.352530697440013
0.2973251574758223,0.7820309926847737,0.7172504515041389
0.46769180138634114,0.3063516054295205,0.7360660792257592
0.6028031200668543,0.4932113806654613,0.31649161797112946
0.5458014666547285,0.8804218632167214,0.2782733819308364
0.6941087917453524,0.36659339244058214,0.7853629811534674
0.3238135447096327,0.576037075939009,0.7209943781902208
0.5519620861219786,0.1721565601601955,0.7359416883259681
0.17051379471263373,0.5848120019835545,0.7318258307746371
0.4309324188665656,0.17170541864369435,0.5250120944202371
0.7001286663636809,0.8673883482590576,0.5878410419994798
0.6547206827432352,0.6725301216578492,0.527217711280185
